n_pairs,Pearson,Spearman
1,0.5421097907780026,0.4301834611277905
2,0.5931937899651105,0.5488956328514755
3,0.6162963596426203,0.6183714416046822
4,0.6755138949382222,0.6653855935535471
5,0.6546334965679419,0.6722766730653033
6,0.7545877251952893,0.7563114637793675
7,0.7262594859348053,0.7545714275868626
8,0.7510515005230578,0.7448507968119437
9,0.8366529086779156,0.8237254368417105
10,0.8073374194298433,0.793502935045359
