n_pairs,Pearson,Spearman
1,0.4873046778274778,0.5047384183056755
2,0.6424628866804418,0.564446186629727
3,0.6348952264795715,0.6101844828131394
4,0.7201341697953325,0.6788927164378838
5,0.6795017591208976,0.644211501157968
6,0.7202988773325154,0.7390906587997116
7,0.7986315921172282,0.7937432242646083
8,0.7729099855842956,0.7966491210477851
9,0.7978216941688299,0.8065389747659711
10,0.8187518836930925,0.8256332877282702
