n_pairs,Pearson,Spearman
1,0.4532431584889107,0.4093146637840014
2,0.7432311278162953,0.6286056100000359
3,0.6126907518931812,0.6416755338660184
4,0.7328970488708673,0.7272860833950835
5,0.6845285217313068,0.6651990420950102
6,0.8088339845139907,0.7623354676594869
7,0.8119589171144304,0.7768463601521851
8,0.8700909021532952,0.8093443837374118
9,0.9023690371154731,0.8072534335398925
10,0.897267612880376,0.826085637880016
