dataset,representation,category,target,objective,N,seed,train_examples,validation_examples,test_examples,train_pairs,validation_pairs,test_pairs,epochs_trained,pair_accuracy,mae,mse,r2,pearson,spearman,kendall
sidhu,resnet50,representational,beauty,regression,,0,140,20,76,0,0,760,21,0.4328947368421053,2.1540627479553223,6.827854156494141,-7.6669840616478115,-0.1357608504331438,-0.09754597056080341,-0.0766257773880062
sidhu,resnet50,representational,beauty,hinge,1,0,140,20,76,140,20,760,31,0.5342105263157895,0.7469059228897095,0.8528468608856201,-0.08256694971130507,0.06579964466800448,0.161610500069973,0.10333935115630195
sidhu,resnet50,representational,beauty,hinge,2,0,140,20,76,280,40,760,44,0.4934210526315789,0.8139751553535461,0.9247689247131348,-0.17386177175384976,-0.009502579370746389,-0.02117711400121717,-0.012653798100771666
sidhu,resnet50,representational,beauty,hinge,3,0,140,20,76,420,60,760,22,0.4881578947368421,0.7420912384986877,0.8361510634422302,-0.06137404064374041,-0.0510457968339324,-0.058609611183484824,-0.023198629851414725
sidhu,resnet50,representational,beauty,hinge,4,0,140,20,76,560,80,760,22,0.5789473684210527,0.7468439340591431,0.7874772548675537,0.00041032877305602344,0.23435724964201654,0.1888577487493957,0.1307559137079739
sidhu,resnet50,representational,beauty,hinge,5,0,140,20,76,700,100,760,21,0.6447368421052632,0.6737420558929443,0.7160108685493469,0.09112664343757082,0.31605537459108746,0.33707020380891495,0.2411251526980379
sidhu,resnet50,representational,beauty,hinge,6,0,140,20,76,840,100,760,20,0.475,0.7490236163139343,0.8257973194122314,-0.04823156912809323,-0.08906381475753733,-0.09446988879819924,-0.06678393442073936
sidhu,resnet50,representational,beauty,hinge,7,0,140,20,76,980,100,760,60,0.5171052631578947,0.7422289848327637,0.7922690510749817,-0.005672269018623721,0.09354743334370141,0.10498325268905527,0.0731108334711252
sidhu,resnet50,representational,beauty,hinge,8,0,140,20,76,1120,100,760,40,0.5368421052631579,0.7371633648872375,0.7997184991836548,-0.01512811417641835,0.0770327162808826,0.11388338258885668,0.0738138222545014
sidhu,resnet50,representational,beauty,hinge,9,0,140,20,76,1260,100,760,19,0.5394736842105263,0.769557774066925,0.8446913361549377,-0.0722147166188245,0.11441501619356131,0.09360858590467007,0.05905105780360111
sidhu,resnet50,representational,beauty,hinge,10,0,140,20,76,1400,100,760,17,0.506578947368421,0.7612731456756592,0.8264742493629456,-0.04909077354297331,0.1108131852556653,0.0572151207844376,0.027416562551671946
sidhu,resnet50,representational,beauty,bradley_terry,1,0,140,20,76,140,20,760,85,0.4473684210526316,0.7309419512748718,0.8149605989456177,-0.03447575060813812,-0.06341903370048385,-0.1216351086306192,-0.08717060913864925
sidhu,resnet50,representational,beauty,bradley_terry,2,0,140,20,76,280,40,760,57,0.5052631578947369,0.8065836429595947,0.9656060934066772,-0.2256987693653303,0.0156443123560166,0.03721375359026025,0.023901618634790928
sidhu,resnet50,representational,beauty,bradley_terry,3,0,140,20,76,420,60,760,100,0.45,0.7451946139335632,0.7902166247367859,-0.0030668674090674752,-0.16394083949853666,-0.09604210836575247,-0.06397197928723454
sidhu,resnet50,representational,beauty,bradley_terry,4,0,140,20,76,560,80,760,34,0.5565789473684211,0.7955127954483032,0.9337526559829712,-0.18526527302308282,0.11259898227581289,0.12949620646838542,0.09912141845604473
sidhu,resnet50,representational,beauty,bradley_terry,5,0,140,20,76,700,100,760,46,0.5710526315789474,0.7060542702674866,0.7350247502326965,0.06699122799299317,0.2776901704696684,0.2512406868950083,0.1659053528767841
sidhu,resnet50,representational,beauty,bradley_terry,6,0,140,20,76,840,100,760,35,0.6171052631578947,0.7156392931938171,0.7774450182914734,0.013144919096677476,0.3146401511721706,0.33310547620378067,0.22284744433025658
sidhu,resnet50,representational,beauty,bradley_terry,7,0,140,20,76,980,100,760,100,0.45,0.7568318247795105,0.8205863833427429,-0.041617036422012754,-0.11443866632180288,-0.08803062430848117,-0.0576450802368487
sidhu,resnet50,representational,beauty,bradley_terry,8,0,140,20,76,1120,100,760,100,0.5092105263157894,0.7646260261535645,0.8547088503837585,-0.08493046489044787,0.10299219971784623,0.047904846649622315,0.028119551335048152
sidhu,resnet50,representational,beauty,bradley_terry,9,0,140,20,76,1260,100,760,30,0.5302631578947369,0.7419762015342712,0.8372204899787903,-0.06273153274925547,0.06332269511767663,0.11437555567087335,0.0752197998212538
sidhu,resnet50,representational,beauty,bradley_terry,10,0,140,20,76,1400,100,760,26,0.55,0.7902156114578247,0.9275904297828674,-0.1774432610941883,0.11694885636825347,0.1261877096392734,0.08506164278852066
sidhu,resnet50,representational,beauty,regression,,1,140,20,76,0,0,760,63,0.5289473684210526,0.851970374584198,1.1349433660507202,-0.3104733393697374,0.16181857381525333,0.10850053035815004,0.08056316521735472
