n_pairs,Pearson,Spearman
1,0.4218465444556085,0.42822179483397144
2,0.5027417700243189,0.4982891799537909
3,0.5910871432438064,0.5790340996825747
4,0.6444425746864065,0.6149101013822723
5,0.6729130650651939,0.6769645036442347
6,0.6989406637804138,0.7219536651530926
7,0.8173384430843056,0.758015206650753
8,0.8778173652032409,0.8147546590315531
9,0.8268046226790091,0.7367910995045612
10,0.9026473334106455,0.7760560872094779
