Metric,Value
R2 Score,-0.07943429266102386
Adjusted R2 Score,-0.3792771517335305
Mean Absolute Error,1.1219870283248576
Mean Squared Error,1.8715406703900963
Pearson Correlation,0.2796217728560982
Spearman Correlation,0.23238844307854614
