phase,method_id,dataset,representation,category,target,mode,rater,objective,N,seed,train_examples,validation_examples,test_examples,train_pairs,validation_pairs,test_pairs,epochs_trained,best_epoch,pair_accuracy,mae,mse,r2,pearson,spearman,kendall
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,sidhu,clip-vit-b32,abstract,beauty,within,2,regression,,0,140,20,79,0,0,790,45,25,0.6227848101265823,1.917297124862671,5.494365215301514,0.0005732781545590981,0.3028509084115285,0.3185802391192089,0.23364665413281846
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,sidhu,clip-vit-b32,abstract,beauty,within,2,regression,,1,140,20,79,0,0,790,31,11,0.6797468354430379,1.6364058256149292,3.8213555812835693,0.21060898330962297,0.48808373053907417,0.45578903434283674,0.3293413463957766
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,sidhu,clip-vit-b32,abstract,beauty,within,2,regression,,2,140,20,79,0,0,790,49,29,0.6962025316455697,1.621269702911377,4.232197284698486,0.22071337880780817,0.5125904233500478,0.5629898550788249,0.419243858250449
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,sidhu,clip-vit-b32,abstract,beauty,within,2,regression,,3,140,20,79,0,0,790,101,81,0.6746835443037975,1.6083447933197021,4.145826816558838,0.20534066760650393,0.5155138994232402,0.44304921215628773,0.32743056151487704
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,sidhu,clip-vit-b32,abstract,beauty,within,2,regression,,4,140,20,79,0,0,790,43,23,0.7658227848101266,1.6349745988845825,4.296534061431885,0.3313050313663015,0.5925479890211136,0.600935367088211,0.46163723783481125
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,sidhu,clip-vit-b32,abstract,beauty,within,2,regression,,5,140,20,79,0,0,790,26,6,0.6556962025316456,2.016509532928467,5.571037292480469,-0.08843100687846528,0.5022060979736125,0.46883296103256816,0.34123298594403184
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,sidhu,clip-vit-b32,abstract,beauty,within,2,regression,,6,140,20,79,0,0,790,32,12,0.6987341772151898,1.6068722009658813,3.8379929065704346,0.15306861147930972,0.5117092179425526,0.5110422897161947,0.37834380696885617
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,sidhu,clip-vit-b32,abstract,beauty,within,2,regression,,7,140,20,79,0,0,790,25,1,0.6822784810126582,1.9571901559829712,5.453999042510986,0.12321849541070906,0.46034462955140043,0.4312410214763178,0.3118141400712971
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,sidhu,clip-vit-b32,abstract,beauty,within,2,regression,,8,140,20,79,0,0,790,28,8,0.6569620253164556,1.795446515083313,4.580515384674072,0.10329360820295252,0.4588968092957657,0.37323244321199844,0.2770640904766074
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,sidhu,clip-vit-b32,abstract,beauty,within,2,regression,,9,140,20,79,0,0,790,106,86,0.7544303797468355,1.6530108451843262,3.92984676361084,0.27463114457466054,0.5848397381341783,0.5942072373896914,0.451448038216755
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,sidhu,clip-vit-b32,abstract,beauty,within,2,hinge,1,0,140,20,79,140,20,790,28,8,0.6506329113924051,1.765764832496643,4.797990798950195,0.1272438940793742,0.48562890465109376,0.4240982777698165,0.31164391238099715
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,sidhu,clip-vit-b32,abstract,beauty,within,2,hinge,1,1,140,20,79,140,20,790,66,46,0.7,1.653677225112915,4.117788791656494,0.14937375273282183,0.545177907901234,0.5319381646155442,0.3971469177125542
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,sidhu,clip-vit-b32,abstract,beauty,within,2,hinge,1,2,140,20,79,140,20,790,25,5,0.7544303797468355,1.6766544580459595,4.98498010635376,0.08210116033394399,0.5826767055841628,0.6022796206863945,0.4501463539445853
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,sidhu,clip-vit-b32,abstract,beauty,within,2,hinge,1,3,140,20,79,140,20,790,73,53,0.649367088607595,1.7135900259017944,4.1330246925354,0.20779462276144123,0.4614733586931834,0.4215404184753057,0.3073767362056237
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,sidhu,clip-vit-b32,abstract,beauty,within,2,hinge,1,4,140,20,79,140,20,790,30,10,0.7189873417721518,1.8257148265838623,5.207012176513672,0.18960187272196138,0.5695688255109417,0.5443907385345472,0.40113972937693576
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,sidhu,clip-vit-b32,abstract,beauty,within,2,hinge,1,5,140,20,79,140,20,790,25,1,0.6632911392405063,2.1176395416259766,6.789802551269531,-0.32654501517275647,0.46676860923798813,0.414750578559619,0.30231435618259433
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,sidhu,clip-vit-b32,abstract,beauty,within,2,hinge,1,6,140,20,79,140,20,790,25,1,0.589873417721519,1.9677821397781372,5.504786014556885,-0.21474317408962862,0.3289108535682317,0.3038018270562344,0.22061369827844232
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,sidhu,clip-vit-b32,abstract,beauty,within,2,hinge,1,7,140,20,79,140,20,790,25,2,0.6683544303797468,1.969128966331482,5.350802898406982,0.13980840247902537,0.47736508841626346,0.3994874865977151,0.2959123103115635
