phase,method_id,dataset,representation,category,target,mode,rater,objective,N,seed,train_examples,validation_examples,test_examples,train_pairs,validation_pairs,test_pairs,epochs_trained,best_epoch,pair_accuracy,mae,mse,r2,pearson,spearman,kendall
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,sidhu,clip-vit-b32,abstract,liking,within,3,regression,,0,140,20,79,0,0,790,45,25,0.6848101265822785,1.5855380296707153,3.708963632583618,0.22562422191424514,0.4769063777439442,0.4506924360450287,0.3355216973820198
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,sidhu,clip-vit-b32,abstract,liking,within,3,regression,,1,140,20,79,0,0,790,26,6,0.6063291139240506,1.7101795673370361,4.04950475692749,0.04996006123005281,0.2456111180690641,0.2564839168113127,0.1864404394912896
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,sidhu,clip-vit-b32,abstract,liking,within,3,regression,,2,140,20,79,0,0,790,72,52,0.7,1.5415942668914795,3.5387279987335205,0.1634394444535313,0.4301071462687105,0.44651619557634276,0.32959456455925873
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,sidhu,clip-vit-b32,abstract,liking,within,3,regression,,3,140,20,79,0,0,790,99,79,0.6797468354430379,1.5049465894699097,3.733095645904541,0.13434453326966045,0.4752502702976926,0.45329492345292804,0.35363657443216595
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,sidhu,clip-vit-b32,abstract,liking,within,3,regression,,4,140,20,79,0,0,790,36,16,0.6620253164556962,1.7933766841888428,4.428462982177734,0.12053581065883545,0.3863970817092195,0.3480239154003285,0.25959541273138775
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,sidhu,clip-vit-b32,abstract,liking,within,3,regression,,5,140,20,79,0,0,790,58,38,0.6481012658227848,1.5799049139022827,3.6951777935028076,0.03305638298943536,0.3625304524030071,0.3687037731152188,0.27826742698167073
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,sidhu,clip-vit-b32,abstract,liking,within,3,regression,,6,140,20,79,0,0,790,34,14,0.6392405063291139,1.6593559980392456,3.5332860946655273,0.027208347965745117,0.343824746854807,0.33777870771097346,0.25728717889907454
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,sidhu,clip-vit-b32,abstract,liking,within,3,regression,,7,140,20,79,0,0,790,39,19,0.649367088607595,1.6932796239852905,4.456295490264893,0.13574455064446456,0.38317628073855303,0.3331934937110535,0.24270111647080972
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,sidhu,clip-vit-b32,abstract,liking,within,3,regression,,8,140,20,79,0,0,790,25,2,0.6544303797468355,1.864615559577942,6.253679275512695,-0.33542774143663534,0.4766637536959024,0.4473207981787668,0.330621601483182
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,sidhu,clip-vit-b32,abstract,liking,within,3,regression,,9,140,20,79,0,0,790,25,1,0.5075949367088608,3.1704254150390625,13.535639762878418,-1.7310207296453988,0.0794219280633115,0.07375798417976437,0.056716598272586204
