n_pairs,Pearson,Spearman
1,0.2604610083695236,0.22264088914043034
2,0.5963442769255918,0.47401647296129396
3,0.4400416327739237,0.3006277341388811
4,0.6850412907195473,0.622706423283312
5,0.7078637406865007,0.7191319418318866
6,0.7541671326055196,0.7510512179331558
7,0.7977234430850633,0.7718895362615245
8,0.8156488121834471,0.7842276507935948
9,0.7735037419356197,0.7721413924257314
10,0.8204755846027112,0.8043176554212212
