Metric,Value
R2 Score,-0.2995412492250662
Adjusted R2 Score,-0.6605249295653624
Mean Absolute Error,1.6597283647415486
Mean Squared Error,4.186299470115694
Pearson Correlation,0.11639083759320697
Spearman Correlation,-0.0003515559673938076
