n_pairs,Pearson,Spearman
1,0.6753535464862107,0.6029349758526062
2,0.49507655774232373,0.45464681321749395
3,0.8685043353258561,0.6584894887963576
4,0.8845148830004423,0.7943445986414542
5,0.8471141054661787,0.75399726990952
6,0.8010489053343914,0.7714023369888738
7,0.8239486355704719,0.8123906440638324
8,0.8584679044005571,0.7949937244753262
9,0.8816460948788554,0.8253051823060372
10,0.941720997992372,0.8555257384280814
