n_pairs,Pearson,Spearman
1,0.09963016362218625,0.059273896596584934
2,0.6614117580899942,0.6130259347756215
3,0.536782780159908,0.5741739993563377
4,0.624066127662249,0.6248423688563353
5,0.6414573494484008,0.6897334257895104
6,0.7170869359189442,0.7160667979646576
7,0.7440367014374518,0.7330078981223386
8,0.8073181929506137,0.7968187350480137
9,0.7878611840231413,0.7882035667983631
10,0.7503463095913212,0.7538668352874734
