n_pairs,Pearson,Spearman
1,0.10466058772754394,0.10072203103706698
2,0.46600815304194154,0.4356501476277102
3,0.6417372266357892,0.5928299250091081
4,0.6935696466942286,0.6598640031619181
5,0.6150728590856664,0.6156104204424655
6,0.7367132308578996,0.7106231409131254
7,0.6617576892971595,0.6682089471094498
8,0.7904588190590927,0.7641136023216307
9,0.8109843398163923,0.7610076650057699
10,0.7518373285131648,0.7272267916021339
