Metric,Value
R2 Score,0.007421573595961184
Adjusted R2 Score,-0.2682946559607162
Mean Absolute Error,1.401788133255979
Mean Squared Error,2.926061888973789
Pearson Correlation,0.12300209419749109
Spearman Correlation,0.1931879091237923
