Metric,Value
R2 Score,-0.015186952904439499
Adjusted R2 Score,-0.28956180504077444
Mean Absolute Error,1.990061342716217
Mean Squared Error,4.836237845086427
Pearson Correlation,0.010595077231163832
Spearman Correlation,-0.027490432957732354
