phase,method_id,dataset,representation,category,target,objective,N,seed,train_examples,validation_examples,test_examples,train_pairs,validation_pairs,test_pairs,epochs_trained,best_epoch,pair_accuracy,mae,mse,r2,pearson,spearman,kendall
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,clip-vit-b32,all,The overall,regression,,0,7015,1503,1504,0,0,15040,27,7,0.7972739361702128,0.6159614324569702,0.622221827507019,0.6606820507780402,0.816253596893219,0.7736198115367293,0.5876147691877861
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,clip-vit-b32,all,The overall,regression,,1,7015,1503,1504,0,0,15040,27,7,0.8071143617021277,0.6190595626831055,0.6277276873588562,0.6709512218538356,0.8236580713218302,0.795202142992336,0.606502357986136
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,clip-vit-b32,all,The overall,regression,,2,7015,1503,1504,0,0,15040,26,6,0.7949468085106383,0.6302450299263,0.6516080498695374,0.645073801625012,0.8140475864766756,0.7748678022282192,0.5866766945210548
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,clip-vit-b32,all,The overall,regression,,3,7015,1503,1504,0,0,15040,28,8,0.8140957446808511,0.6292030811309814,0.6478572487831116,0.6607553290239674,0.8200408725841868,0.800427959208876,0.6133717934368006
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,clip-vit-b32,all,The overall,regression,,4,7015,1503,1504,0,0,15040,27,7,0.8051196808510638,0.606006383895874,0.6189764142036438,0.6811477482575421,0.8260267025640715,0.7852673789404231,0.6014592797106008
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,clip-vit-b32,all,The overall,regression,,5,7015,1503,1504,0,0,15040,28,8,0.811968085106383,0.6047134399414062,0.5922980904579163,0.6794406142969699,0.8267327172885928,0.8033842972182915,0.6153125253547562
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,clip-vit-b32,all,The overall,regression,,6,7015,1503,1504,0,0,15040,25,5,0.8048537234042553,0.610698401927948,0.6053320169448853,0.6685404805432495,0.8193548234326897,0.7782808931945022,0.5927018756040208
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,clip-vit-b32,all,The overall,regression,,7,7015,1503,1504,0,0,15040,29,9,0.8011968085106383,0.6273790001869202,0.6416041851043701,0.6648402067723413,0.8178815613154313,0.7804608752618385,0.5947684885143155
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,clip-vit-b32,all,The overall,regression,,8,7015,1503,1504,0,0,15040,28,8,0.8065159574468085,0.6175433397293091,0.618454098701477,0.6693233001749122,0.8189178457119333,0.7858943128376507,0.5977535492173061
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,clip-vit-b32,all,The overall,regression,,9,7015,1503,1504,0,0,15040,30,10,0.7960771276595745,0.6484765410423279,0.6755159497261047,0.6227520261955899,0.80588366782046,0.779567523743853,0.5919076442945029
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,clip-vit-b32,all,The overall,hinge,1,0,7015,1503,1504,7015,1503,15040,25,2,0.7793882978723404,0.6773834824562073,0.7367125153541565,0.5982465674482214,0.7735378050386754,0.7484013721071622,0.5596971055163386
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,clip-vit-b32,all,The overall,hinge,1,1,7015,1503,1504,7015,1503,15040,25,4,0.788031914893617,0.6911197304725647,0.7545013427734375,0.6044976483199137,0.779236604614054,0.7610928196092673,0.5730310578421083
