phase,method_id,dataset,representation,category,target,objective,N,seed,train_examples,validation_examples,test_examples,train_pairs,validation_pairs,test_pairs,epochs_trained,best_epoch,pair_accuracy,mae,mse,r2,pearson,spearman,kendall
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,clip-vit-b32,all,Space and perspective,regression,,0,4343,931,930,0,0,9300,26,6,0.8194623655913978,0.6046563982963562,0.5798464417457581,0.6958691541537544,0.8351592068095144,0.7935700445642814,0.6097403481310673
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,clip-vit-b32,all,Space and perspective,regression,,1,4343,931,930,0,0,9300,30,10,0.8048387096774193,0.599580705165863,0.5630630254745483,0.6958279071838122,0.8357920529323479,0.7839276038646164,0.5970505553657256
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,clip-vit-b32,all,Space and perspective,regression,,2,4343,931,930,0,0,9300,30,10,0.8055913978494623,0.6109321117401123,0.5793762803077698,0.7014444259952483,0.8394407905602179,0.7879306686047884,0.6026596064055281
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,clip-vit-b32,all,Space and perspective,regression,,3,4343,931,930,0,0,9300,28,8,0.810752688172043,0.6009333729743958,0.5855789184570312,0.7065398886755563,0.8460093567487306,0.8056243786089581,0.621489477065188
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,clip-vit-b32,all,Space and perspective,regression,,4,4343,931,930,0,0,9300,28,8,0.8043010752688172,0.5746510624885559,0.5372899174690247,0.6929652922266147,0.8363608281528485,0.7797811303152966,0.5972995048605139
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,clip-vit-b32,all,Space and perspective,regression,,5,4343,931,930,0,0,9300,27,7,0.7974193548387096,0.6106098294258118,0.5859028100967407,0.6978707989732311,0.8355120814564714,0.7770115448008671,0.5915416972044921
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,clip-vit-b32,all,Space and perspective,regression,,6,4343,931,930,0,0,9300,28,8,0.8210752688172043,0.601438045501709,0.560024619102478,0.7063662904016473,0.848575928530181,0.8110977112583099,0.6264425431049564
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,clip-vit-b32,all,Space and perspective,regression,,7,4343,931,930,0,0,9300,30,10,0.7982795698924732,0.6008006930351257,0.5759640336036682,0.6874692674874663,0.834073282075309,0.7740459558914065,0.5891295307694352
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,clip-vit-b32,all,Space and perspective,regression,,8,4343,931,930,0,0,9300,29,9,0.8167741935483871,0.5860077142715454,0.5574102997779846,0.7090847094634068,0.844795895762847,0.8012657586392369,0.6163939074400046
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,clip-vit-b32,all,Space and perspective,regression,,9,4343,931,930,0,0,9300,33,13,0.802258064516129,0.6163063645362854,0.6147916316986084,0.6519253726489894,0.8181361147337043,0.777234555057228,0.5906454868428226
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,clip-vit-b32,all,Space and perspective,hinge,1,0,4343,931,930,4343,931,9300,25,3,0.7973118279569893,0.6518534421920776,0.6984752416610718,0.633648069392334,0.7968279273189669,0.7708954022853866,0.5823253239769633
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,clip-vit-b32,all,Space and perspective,hinge,1,1,4343,931,930,4343,931,9300,25,2,0.797741935483871,0.6793439984321594,0.706369161605835,0.6184125399369531,0.7889746956592454,0.7585832561509904,0.5672552450986604
