phase,method_id,dataset,representation,category,target,objective,N,seed,train_examples,validation_examples,test_examples,train_pairs,validation_pairs,test_pairs,epochs_trained,best_epoch,pair_accuracy,mae,mse,r2,pearson,spearman,kendall
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,resnet50,all,The overall,regression,,0,7015,1503,1504,0,0,15040,39,19,0.7545877659574468,0.7288970351219177,0.8625984787940979,0.529596804177896,0.7381122354580469,0.6855041382492422,0.5031569368593929
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,resnet50,all,The overall,regression,,1,7015,1503,1504,0,0,15040,29,9,0.7613031914893617,0.7511039972305298,0.9471374154090881,0.5035197089658563,0.7496501811481977,0.7029332951384553,0.5206387055062474
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,resnet50,all,The overall,regression,,2,7015,1503,1504,0,0,15040,47,27,0.763497340425532,0.6884581446647644,0.8042519688606262,0.5619297478005387,0.7603852808414953,0.6993206892270263,0.5191310706666054
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,resnet50,all,The overall,regression,,3,7015,1503,1504,0,0,15040,39,19,0.7777925531914893,0.7344099879264832,0.9023145437240601,0.5275110243039443,0.7534421348778721,0.7204428549613607,0.5371275863754801
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,resnet50,all,The overall,regression,,4,7015,1503,1504,0,0,15040,48,28,0.7656914893617022,0.70283442735672,0.8304281234741211,0.5722230166268929,0.7570362548267191,0.7079580304897278,0.5253653805015648
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,resnet50,all,The overall,regression,,5,7015,1503,1504,0,0,15040,42,22,0.7758643617021277,0.7186227440834045,0.8508515954017639,0.5395080841807213,0.7537880178192609,0.712942568463331,0.5296237099163551
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,resnet50,all,The overall,regression,,6,7015,1503,1504,0,0,15040,32,12,0.7575797872340425,0.7446020245552063,0.8787364363670349,0.5188333196860786,0.7351784337400621,0.6808808617944155,0.5008903640921504
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,resnet50,all,The overall,regression,,7,7015,1503,1504,0,0,15040,27,7,0.7621010638297873,0.7352158427238464,0.8912013173103333,0.5344561465011131,0.7411864151550205,0.7007300590701938,0.5169457514776579
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,resnet50,all,The overall,regression,,8,7015,1503,1504,0,0,15040,57,37,0.7716090425531915,0.6948649883270264,0.8105124831199646,0.5666330555768175,0.7677375962448707,0.7214102384161537,0.5349605534800143
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,resnet50,all,The overall,regression,,9,7015,1503,1504,0,0,15040,28,8,0.7607047872340426,0.7266998887062073,0.8504918813705444,0.5250351187654333,0.7571345151913182,0.7098573698100775,0.5250472219147015
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,resnet50,all,The overall,hinge,1,0,7015,1503,1504,7015,1503,15040,25,3,0.7305186170212766,0.8019934892654419,1.016798496246338,0.44550649122432306,0.6684027474761622,0.6410349441007244,0.46245273165180073
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,resnet50,all,The overall,hinge,1,1,7015,1503,1504,7015,1503,15040,25,5,0.7376329787234043,0.804969072341919,1.036329746246338,0.45676598277903013,0.680985905330239,0.6523746855193707,0.4729358805377007
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,resnet50,all,The overall,hinge,1,2,7015,1503,1504,7015,1503,15040,25,4,0.7418882978723405,0.7813113331794739,0.9781543612480164,0.4672063807277902,0.6836952776672547,0.6578208602940484,0.4752932999951421
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,resnet50,all,The overall,hinge,1,3,7015,1503,1504,7015,1503,15040,25,5,0.7529255319148936,0.8071401715278625,1.04182767868042,0.4544562015700755,0.6748014480577496,0.6798328645437995,0.4968464625994015
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,resnet50,all,The overall,hinge,1,4,7015,1503,1504,7015,1503,15040,25,2,0.7581781914893617,0.7738441228866577,0.9915870428085327,0.48920548468064917,0.6994874884372422,0.6851610350381525,0.5021208370767666
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,resnet50,all,The overall,hinge,1,5,7015,1503,1504,7015,1503,15040,25,2,0.7384308510638298,0.7832839488983154,0.9753767848014832,0.472113454548695,0.6880153678520244,0.6684731160151602,0.48606210985878995
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,resnet50,all,The overall,hinge,1,6,7015,1503,1504,7015,1503,15040,25,3,0.7200797872340425,0.8014600872993469,1.01736319065094,0.44292597900735153,0.6657459209932917,0.6299759712779828,0.4534951125205584
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,resnet50,all,The overall,hinge,1,7,7015,1503,1504,7015,1503,15040,25,4,0.7386968085106383,0.8098599314689636,1.0455613136291504,0.4538219234503017,0.6742664353921195,0.6654126643147957,0.47997225006495503
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,resnet50,all,The overall,hinge,1,8,7015,1503,1504,7015,1503,15040,60,40,0.7573803191489362,0.7689582109451294,0.9449831247329712,0.4947338515739924,0.7058050441744825,0.6860122309939453,0.5029041074426972
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,resnet50,all,The overall,hinge,1,9,7015,1503,1504,7015,1503,15040,25,2,0.743218085106383,0.7774086594581604,0.9618286490440369,0.4628580483212913,0.6803919251487707,0.6645314351111361,0.48330313734614333
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,resnet50,all,The overall,hinge,2,0,7015,1503,1504,14030,3006,15040,25,2,0.7360372340425532,0.7770083546638489,0.9684643149375916,0.47186474984534843,0.6874359404686476,0.6499883454484628,0.4712861839984658
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,resnet50,all,The overall,hinge,2,1,7015,1503,1504,14030,3006,15040,57,37,0.7529920212765957,0.7651761770248413,0.9580569863319397,0.4977957815547859,0.7103180622262517,0.6789302622917155,0.500355022414633
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,resnet50,all,The overall,hinge,2,2,7015,1503,1504,14030,3006,15040,25,2,0.7561170212765957,0.7378711104393005,0.8927437663078308,0.513728911241421,0.7177201655911531,0.6928927217125647,0.5097922645370433
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,resnet50,all,The overall,hinge,2,3,7015,1503,1504,14030,3006,15040,25,2,0.7597739361702127,0.7637557983398438,0.947483479976654,0.5038587427521485,0.7117661184167048,0.6955532224661247,0.5117959550640385
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,resnet50,all,The overall,hinge,2,4,7015,1503,1504,14030,3006,15040,25,1,0.7589760638297872,0.7796229720115662,0.9941304922103882,0.4878953274468435,0.6994229527903286,0.6907471492116412,0.5081872795028777
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,resnet50,all,The overall,hinge,2,5,7015,1503,1504,14030,3006,15040,39,19,0.747406914893617,0.7554597854614258,0.921104907989502,0.5014861042538425,0.7084150570311385,0.6681738625329274,0.48953794089191227
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,resnet50,all,The overall,hinge,2,6,7015,1503,1504,14030,3006,15040,39,19,0.7428191489361702,0.7662075161933899,0.9529657363891602,0.47818784313578167,0.691551504713658,0.6673368309217392,0.48765417466427824
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,resnet50,all,The overall,hinge,2,7,7015,1503,1504,14030,3006,15040,104,84,0.753125,0.7635682225227356,0.9535542130470276,0.5018844481062328,0.7089648284104637,0.6880557814227629,0.5070540324163152
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,resnet50,all,The overall,hinge,2,8,7015,1503,1504,14030,3006,15040,44,24,0.7559840425531915,0.7690386772155762,0.93141108751297,0.5019906224286711,0.7108609929781533,0.6902862966142042,0.5047803414171723
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,resnet50,all,The overall,hinge,2,9,7015,1503,1504,14030,3006,15040,34,14,0.7486037234042553,0.7544764280319214,0.9071691632270813,0.493383184377964,0.7026114894400877,0.6760767619625951,0.49520544297844055
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,resnet50,all,The overall,hinge,3,0,7015,1503,1504,21045,4509,15040,89,69,0.7569148936170212,0.7578170299530029,0.9325480461120605,0.49145104228847414,0.7012978983106333,0.6811496153584753,0.5013353738491548
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,resnet50,all,The overall,hinge,3,1,7015,1503,1504,21045,4509,15040,98,78,0.7623005319148937,0.7365316152572632,0.8942055106163025,0.5312660547441936,0.7326663620960634,0.695718620323491,0.5144056987228867
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,resnet50,all,The overall,hinge,3,2,7015,1503,1504,21045,4509,15040,25,2,0.7515957446808511,0.758871853351593,0.9304260611534119,0.4932035948227126,0.7029323069092328,0.6797711005614778,0.49723725595135576
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,resnet50,all,The overall,hinge,3,3,7015,1503,1504,21045,4509,15040,25,2,0.7555186170212767,0.7616507411003113,0.9579430222511292,0.4983816827977797,0.7069287231013526,0.6971236936465316,0.5139633003740679
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,resnet50,all,The overall,hinge,3,4,7015,1503,1504,21045,4509,15040,25,1,0.7494015957446809,0.7844024300575256,1.016950249671936,0.4761402004335269,0.69035752815293,0.6795099715061742,0.4962228074055444
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,resnet50,all,The overall,hinge,3,5,7015,1503,1504,21045,4509,15040,51,31,0.7571808510638298,0.7386682629585266,0.8737684488296509,0.5271051752604516,0.7262588713154514,0.6989823550536224,0.516311330781769
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,resnet50,all,The overall,hinge,3,6,7015,1503,1504,21045,4509,15040,25,3,0.7502659574468085,0.7491235136985779,0.9093024134635925,0.5020964103482511,0.7087646388753228,0.6717346539129906,0.4914226377977347
locked_method_evaluation,shallow-mse-z-gelu-ln-rawclip,apddv2,resnet50,all,The overall,hinge,3,7,7015,1503,1504,21045,4509,15040,25,1,0.7470744680851064,0.7860183715820312,0.9787180423736572,0.48873937186137206,0.7006085459048421,0.6775278170351231,0.4949934066406351
