n_pairs,Pearson,Spearman
1,0.5528254012135101,0.5144783572976946
2,0.7025751513400884,0.6738972816499795
3,0.5856897880493008,0.5825842197900942
4,0.6491134578883376,0.6491668825841539
5,0.7374055064954022,0.7577697468235836
6,0.8190447813917703,0.8036853763160394
7,0.8164088043613434,0.8014990309709821
8,0.8179157900420655,0.7879726854220506
9,0.8113764551380156,0.793663950323265
10,0.8640107943346833,0.8099796566068284
